question,1,2,3,4,answer
"However, the Government do not understand the importance of facilitating  investment in small companies, especially family enterprises.",facilitates,facility,facilitation ,facilitating ,facilitating 
Applicants must be currently authorized to work in the U.S. on  a full-time basis without future employment sponsorship. ,in,on ,at ,by,on 
"The fund management group announced yesterday morning that it had asked for share dealings be suspended  , while it held negotiations to clear crippling debts.",suspend,suspending,to suspend ,be suspended ,be suspended 
Schools limiting  access to potentially nutritionally balanced meals forces pupils to purchase fast food or nutritionally deficient food or take up Sandwich Plus.,limit,to limit,limiting ,limited,limiting 
"While it is almost impossible to get exclusive rights to a manufacturer's goods, you can ask that sales representatives not sell identical merchandise to competitors in the area.",merchandise,franchise,service ,region,merchandise
Will the delivery department lease  or purchase its new vans,scrap,ship,lease ,lend,lease 
"Vioxx had been Merck's No. 2 drug, generating about $2.5 billion in annual sales, or 11 percent of company revenues , before the withdrawal.",revenues,expenditures,budget ,savings,revenues
For the last four years they have profited  from the contract on the back of booming demand from China.,profited,were profited,have profited ,had profited,have profited 
"Hundreds of vendors set up booths in the Exhibit Hall, where  you can purchase special edition merchandise.",which,there,where ,what,where 
"The Employment Equality Regulations 2003 provide specific protection against discrimination, victimization and harassment in the workplace on the grounds  of sexual orientation.",in case,instead,on the grounds ,in place,on the grounds 
"In order to maintain compliance with  the Pathfinder's funding agreement, the land purchased will need to be redeveloped for residential or mixed use.",of,by,with ,as,with 
Even those that have managed to entice shoppers into their stores have done so at considerable  cost to profits.,considering,considered,considerate ,considerable ,considerable 
"Should  you request, I would be happy to arrange a convenient time for one of our sales representatives to meet with you at your location.",Were,Should ,Had ,Although,Should 
Tags that respond to sensors on the ceiling are attached to all merchandise to track what items customers try on.,attached,erected,blocked ,accessed,attached
"Bright House Networks encourages a positive, supportive and open culture which rewards employee accountability and grants empowerment for all members of our team. ",which,where,of ,with,which
People don't expect the national infrastructure to collapse .,collapse,to collapse,collapsing ,collapsed,to collapse
They offered me a job packing boxes in a warehouse.,pack,packs,packing,packed,packing
She started her career as a chorus girl on Broadway.,as,in,with ,to,as
"One side―the company, its shareholders and its managersremunerationis receiving enormous increases; only the dock workers are not receiving that level of remuneration.",enumeration,remuneration,reverberation ,incorporation,remuneration
Computer giant Hewlett-Packard has missed sales targets as the global recession hammers sales.,concession,recession,cessation ,obsession,recession
"Police operations targeting hot spots of alcohol-related disorder have included  the use of fixed penalty notices, confiscation of alcohol and test purchases to address under-age sales.",occurred,incurred,included ,inspired,included 
"It is these garages many drivers turn to, especially as cars get older and their warranty expires .",respires,conspires,aspires ,expires,expires
"This position will be critical  to the company's efforts to develop new software, hardware, and service products.",eligible,comfortable,critical ,capable,critical 
"What we need is proper transparency, good corporate governance and everyone being subject to common rules and standards.",subject,opposed,about ,eligible,subject
"The health-products and diet-pills industry tout the benefits  of its merchandise to slowing down the aging process, shedding off 10 years or more from one's looks.",prices,defects,benefits ,consumers,benefits 
"Footwear was the only other sector where sales rose, boosted  by children's shoe sales.",committed,accompanied,advertised ,boosted ,boosted 
As far as possible all shipments must be sent and invoiced at the end of the month.,at,in,on ,to,at
Drugstore companies are coming up with different ways to lure more customers to their stores such as  hosting aesthetic shops and hair salons.,which,where,such as ,as if,such as 
"Amid the growing radioactive fears, other products such as face masks and air cleaners are also widely sought after by customers.",other,another,others ,the others,other
"This role requires a minimum of 6 years tech transactional experience, excellent negotiation and the ability to manage multiple projects in a fast-paced environment. ",requires,acquires,retains ,sustains,requires
"Wealth management has been hugely successful and continues to prosper, remaining  unaffected by the sub-prime fallout.",remain,remains,remaining ,remained,remaining 
"While prepared to finance any purchase himself, Mr Perry, a keen Arsenal supporter, has received offers of backing from several wealthy investors.",finance,to finance,financing ,financed,to finance
"Although  management outlook was cautious, the balance sheet is relatively strong compared to competitors, while the dividend is attractive.",Provided,Because,Although ,Despite,Although 
"A manager at the Connecticut trading division responsible for the losses that brought AIG to the brink  of collapse said, “It's going to blow up.”",stance,trigger,brink ,composure,brink 
"The company will purchase tents, emergency rations, and bottled water in India and send them to nepal by road.",to,for,by ,with,to
We would have to impose  an obligation on retailers and caterers to purchase their products from those locations.,depose,impose ,suppose ,compose,impose 
"Frustratingly  , our plans have been overtaken by a drastic recent downturn in our revenues and we will have to forgo this future profit stream.",Fairly,Merely,Incidentally ,Frustratingly ,Frustratingly 
This is an official notification in which you are cordially  asked to meet with the overseas division manager to discuss the details of the assignment.,cordial,cordially ,cordiality ,too cordial,cordially 
"In June 2014, Brickman and ValleyCrest merged creating a new company with a nationwide presence , a combined $2 billion in revenue and over 22,000 employees.",present,presenting,presence ,presentation ,presence 
"The European Commission launched a probe  into their work, focused on their governance and their ratings performance.",probe ,proof,prove ,preamble,probe 
"Many soldiers, airmen and naval personnel who served in the first Gulf war have suffered from  post-traumatic stress.",by,from ,of,with,from 
Please identify in your cover letter whether you are currently  eligible to work at the Embassy. ,current,currently ,currents ,currency,currently 
But too many fathers shirk their responsibilities almost  two out of three fathers do not pay proper maintenance for their children.,most,almost ,almost of ,most all,almost 
Apple has warned iPhone owners that unauthorised unlocking programs “could cause irreparable damage to the iPhone’s hardware” and voids the warranty.,that,whether,what ,who,that
"Despite being rescued by buoyant food sales, the figure will still represent the poorest Christmas performance in years.",Despite,Due to,In case of ,Besides,Despite
The technology for providing sustainable forms of infrastructure exists; the problem will be persuading developers to implement  it.,implement,to implement ,implementing ,implementation,to implement 
In addition a number of private companies provide forensic examination services which are regularly  utilized by law enforcement agencies.,regular,regularly ,regularity ,regularizing,regularly 
The current taxation system is inherently disadvantageous for new companies and the corporation tax changes in 2002 have compounded that  situation.,of,by,that ,wither,that 
"As today’s consumers continue to hold on to their vehicles for a longer period of time, they increasingly trust and depend on us to maintain what  is often their lifeline and second largest investment. ",that,what ,it ,which,what 
"In both prisons equipment is being used  to check visitors' baggage, parcels and small items of mail.",use,using,is being used ,are used,is being used 
"The company plans to drastically scale back its reliance on the automotive industry, which accounted for  about 40 percent of revenues last year.",on,to,for ,with,for 
The management of Government-owned assets has frequently been accused  of lacking professionalism or the commercial knowledge necessary to thrive in the private sector.,possessed,accredited,accused ,attributed,accused 
"We have over 2,200 stores throughout the US and we’re continually  opening new locations each year.",continue ,continued,continual,continually ,continually 
People were encouraged by bankers and real estate agents to purchase homes and take out mortgages that they could not afford to repay.,afford,help,consider ,imagine,afford
Hospital beds and healthcare workers could also be inadequate to meet growing demand  .,profit,revenue,demand ,supply,demand 
"The labor force of the country is estimated at 5,000,000.",force,cost,party ,productivity,force
The human rights watchdog  said scanners may violate people's privacy.,bulldog,lap dog,watchdog ,hound dog,watchdog 
Visitors will have access  to the park and more than 100 acres of gardens.,link,reference,access ,approach,access 
"Despite the expected drop in profits, analysts say that the company is resilient and has attractive defensive characteristics.",Despite,Due to,Provided ,Prior to,Despite
We are looking for digital IC design engineers that want to create new designs that can evolve rapidly over the next several generations in a very dynamic market. ,that,what,where ,which,that
"Many card holders believe that if a 50-day interest-free period is provided, all new purchases will accrue no interest charges until  that 50-day period has elapsed.",since,until ,after ,while,until 
China Eastern also operates flights between Hong Kong and major Chinese cities.,fraughts,flights,frights ,freights,flights
"During bull  markets, investors and managements usually anticipate superior investment opportunities for the cash. ",free,open,bull ,bear,bull 
"For the first time, competitor pharmaceutical companies will collaborate  on research to improve the drug development process.",collapse,collate,correspond ,collaborate ,collaborate 
"A sales representative will be available  to answer your questions, take you through the model home, and discuss terms and purchase plans.",vulnerable,affordable,eligible ,available ,available 
"Most of our store managers receive a total compensation of between $55,000 and $100,000 or more in addition to benefits! ",Most,Most of all,Almost each,Almost ,Most
"Goldman revenue has been boosted by strong sales of bonds, equities and commodities during a quarter which has seen world stock markets surge.",surge,surges,surged ,to surge ,surge
"Its central division manager, Murray Wilkinson, says inspections of the crop show it has come through the storms relatively unscathed .",scathe,scathing,unscathing ,unscathed ,unscathed 
Shanghai has held employment fairs in London and New York to try to lure  expertise to the city.,promote,lure ,make ,hinder,lure 
"Only successful candidates will be contacted. Due to  the high volume of resumes we receive, we can not guarantee consideration of your application if the submission instructions are not properly followed.",Regardless of,In spite of,Due to ,In addition to,Due to 
"One feature of the recession  has been the slump in housing market activity, which has dented tax revenues such as stamp duty.",admission,concession,oppression ,recession ,recession 
"Then in 1984, the Virgin Islands developed and enacted new legislation for the registration of international business companies.",legislation,translation,insulation ,administration,legislation
"If either these implied terms or the specific conditions of the warranty are breached  , the consumer may look to the seller for redress.",breach,breaches,are breaching ,are breached ,are breached 
"They discovered that the cargo included 38 tons of sodium chlorate, which could have exploded at  any time.",in,on,at ,for,at 
Nearly all our contracts have penalties  for late delivery.,pensions,penalties ,benefits,costs,penalties 
"As a manager, Bill has become much  more confident than he was last year when he took over this division.",very,much ,too,such,much 
"The baseball infrastructure , including the facilities at many stadiums around the nation, still needs much improvement for better play on the field and a better environment for spectators.",infrastructure,equipment,committee ,park,infrastructure
"Fifteen months earlier, in April 2004, detectives raided a warehouse near Wembley stadium and found a factory producing  thousands of fake prescription medicines every day.",produce,production,producing ,produced,producing 
Delegates from the company attended the Ministry of Defence's Export Services Organization's symposium for defence exporters held in March 2012.,Delegates,Concierges,Detainees ,Refugees,Delegates
Those women have told me that they feel intimidated  and vulnerable when youngsters come into the shop to purchase alcohol.,intimidate,to intimidate,intimidating,intimidated ,intimidated 
"And, like all Kymco scooters and motorcycles, it comes with an unlimited mileage two-year manufacturer's warranty .",invoice,warranty,commission ,indemnity,warranty
"“China still faces difficulties including shrinking external demand, falling corporate profits and declining fiscal revenue,” Mr. Li said.",faces,craves,pervades ,persists,faces
"Ways of recycling old mobile phones are leasing or purchasing used phones, exporting used phones to other countries or selling minerals found  inside the used phone.",find,found ,to find ,finding,found 
"At BTS, we believe our culture is the foundation upon which our organization is built and the reason clients choose to do  business with us. ",do,to do ,doing ,done,to do 
Using quieter lorries for night-time deliveries could enable companies to reduce  their vehicle fleets by as much as 20 percent.,reduce,to reduce ,reducing ,reduction,to reduce 
My assistant will now demonstrate  the machine in action.,refute,accomodate,manufacture ,demonstrate ,demonstrate 
"Since then, lava hunter Patrick has invested  in equipment that could withstand harsh conditions common with volcanoes.",invests,investing,has invested ,invested,has invested 
"Our aim is thriving and sustainable communities, where  people are being empowered to improve their quality of life.",which,where ,there ,what,where 
"The Trades Unions, staff and government departments are being closely involved in the change process.",close,closely,closing ,closed,closely
More customers can bring more revenues to supermarkets and more sales of OTC drugs can help boost the pharmaceutical industry.,boost,robust,impair,stout,boost
Renaissance Investment Management has reported the appointment of Rod Barker as  Co-CEO of Renaissance Investment Management(RIM) and CEO of RIM International.,in,at,as ,for,as 
"The working environment  here is very pleasant with a casual dress code, laid back and friendly atmosphere, but also hard-working and dynamic with the autonomy to drive your job role forward. ",guideline,regulation,environment ,process,environment 
"Starting December 9, payments made with a sales representative will be charged an additional $2.0 fee  at retail store locations.",price,money,fare ,fee ,fee 
Our product  received a poor reception in our test market.,produce,production,product ,producing,product 
Other positives include the fact that  corporate confidence in Japan has withstood the recent financial market turbulence.,which,that ,what ,of,that 
"The tiles are splinter and slip resistant, and all Eco Decking tiles come with a 10-year manufacturer’s warranty .",cost,warranty,product ,policy,warranty
Every small business owner knows the importance of managing cash flow properly .,proper,properly,property ,proficient,properly
Fish is packed on ice and sent by overnight delivery .,deliver,delivery,deliverance ,delivered,delivery
The Department is reviewing its management information systems with a view to  B more specific information on timber and wood product purchases. ,capture,capturing,being captured,be captured , B
"Ambush marketing means that a company misleads audiences by portraying  itself as a sponsor of athletes, teams or events when it is not an official sponsor for the event.",devoting,behaving,portraying ,exerting,portraying 
"By using genetic surgery to temporarily""immortalize"" cells, the company has banked millions of nerve stem cells in its laboratories.",temporary,temporarily,contemporary ,contemporarily,temporarily
But the company was having trouble competing  in the retail market for replacement tires.,compete,to compete,competing ,competition,competing 
"The government said it would provide tax incentives for long-term holdings for funds, to stabilize  the stock market and asset management companies.",appropriate,mobilize,subsidize ,stabilize ,stabilize 
The lead companies of the consortia to which these companies belong face prosecution  for bribery in Lesotho.,petition,execution,prosecution ,persecution,prosecution 
"We have enterprising and innovative companies such as Minaero in Llanelli, which are at the forefront of aeroplane cabin design.",such as,by way of,in addition ,inasmuch as,such as
Reasonable accommodations may be made to enable individuals with disabilities to perform  the essential functions.,perform,to perform ,performing,performance,to perform 
If you’re looking for a career with unlimited potential as opposed to just another job. then this may be the opportunity you’ve been waiting for.,opposed,supposed,expected ,slated,opposed
"From $2 trillion, funds under  management are now estimated at $1.2 trillion and expected to fall below the $1 trillion mark.",over,to,by ,under ,under 
He obviously had no technical competence in banking or credit risk management to oversee  such a vital governance committee.,overtake,overlook,oversee ,overcome,oversee 
"Lack of funds could force developing countries into draconian deflation, hurting their economic performance and impeding any global recovery.",By means,Instead,Because ,Lack,Lack
"As the containers have to be stacked for onward shipment to Germany, closed-top containers must be used to meet  health and safety and licensing requirements.",meet,to meet ,meeting,to be met,to meet 
"Peter Cowgill, chief executive, said that the results marked the fifth successive  year of ""good progress in revenues and profitability"".",succeed,success,successive ,succession,successive 
"As for smuggled tobacco, the current statistics show that one in six cigarettes purchased in this country has been smuggled.",As for,Compared to,According to ,As of,As for
The sector  that appears to be worst hit amongst the aviation industry is the area of cargo.,sign,symptom,sector ,sequence,sector 
"The bottom  line is that tax increases result in reduced government revenues, while tax cuts result in higher revenues.",dead,end,bottom ,front,bottom 
"At the same time, nervous investors have been cashing out of assets - causing a small run on the banks.",run,take,push ,withdrawal,run
"They were six young men, stripping out asbestos with their bare hands and wearing no protective equipment whatever  .",whenever,wherever,whatever ,whichever,whatever 
This will help to deliver services to farmers and the rural community in a more streamlined customer-focused way.,in,on,at ,with,in
"We must have cities that are prosperous, sustainable and socially cohesive, and offer attractive living and working environments.",offer,offers,offering ,to offer,offer
The Government is acutely aware of the difficulties many people face in securing good quality housing at an affordable  price.,eligible,available,affordable ,equitable,affordable 
They also say that competition  between pharmacies and other retail outlets and supermarkets will lower prices of OTC drugs.,trust,collusion,collision ,competition ,competition 
"Neither UK nor EU officials have the legal power to seize such shipments of timber, even if  they know it is illegal.",provided ,now that,as if,even if ,even if 
"This two-year project aims to stimulate the development of micro enterprises, many of which  are social enterprises.",those,them,which ,that,which 
Some people believe that the items that the robot recovered are from old ships that carried porcelain jars or rice.,items,techniques,systems ,merchants,items
The use of consultations and advisory panels can be effective  in influencing the design and delivery of public services.,affective,effective ,defective ,tentative,effective 
"AKN Investments is an independent, global investment company specializing in real estate, financial markets, commodities, venture capital and shipping.",in,on,with ,for,in
The nightclub bouncer  gave a drunk customer the heave-ho.,freezer,slugger,bouncer ,ranger,bouncer 
Other electronic office equipment such as fax machines and photocopiers is normally leased.,Other,Another,Others ,The other,Other
The new car market is being fuelled  by the fact that people have their mortgages under control and have more money for other purchases.,impaired,compromised,compounded ,fuelled ,fuelled 
"Starting in the mid-1950s, the company began a series of acquisitions that would place it among the top 10 largest spirits companies in the world, selling  its brands in more than 135 countries across the globe.",sell,sells,selling ,to sell,selling 
Ellison joins from Jupiter Asset Management where  he was head of European Institutional business and client servicing.,which,where ,there ,in it,where 
"Join us, and you will find a home where you can do your best work, reach new levels of expertise and enjoy exceptional development opportunities.",and,or,there ,thus,and
"This allows big companies, with ratings inflated by institutional buying power, to buy  smaller companies to buttress their own profits.",buy,buys,to buy ,buying,to buy 
"Both the US and Europe have been more resilient  to the weakening economic environment, but management acknowledges that there is some uncertainty ahead. ",sensitive,vulnerable,resilient ,tangible,resilient 
"Violet Hill, the first single, was downloaded two million times in one week before going on sale.",in,on,at ,to,on
Retailers can either sit there and do nothing or they can try and stimulate  sales through discounts and promotions.,deter,stimulate ,take ,assert,stimulate 
Farmers need the futures market to hedge  against price swings either way and to set production levels.,sell,gain,hedge ,boost,hedge 
The cost of credit would rise precipitously  .,precipitate,precipitous,precipitously ,precipitation,precipitously 
"So if equities rise and bonds fall, you sell equities and buy bonds, and vice versa  when the opposite happens.",ad hoc,vis a vis,vice versa ,id est,vice versa 
"Our work environment promotes  a flexible and collaborative culture, an extensive knowledge-sharing infrastructure and more.",promote,promotes ,promoting ,to promote,promotes 
"The General Agreement on Trade in services allows multinational companies to sue  national governments if they ""hinder free trade"".",fine,punish,file ,sue ,sue 
"It is known that at least 100 companies have serious difficulties in financing their pension schemes, especially those  providing staff pensions.",which,that,those ,its,those 
"Thanks to his recent improvements this year in England’s second division, several managers are showing high interest in his return to the Premier League this season.",Thanks to,Despite,Such as ,As far as,Thanks to
"With a dedication to product quality and excellent customer service, Brother International Corporation, the US subsidiary of Japan-based Brother Industries Ltd., is committed  to being at the side of their customers. ",supposed,opposed,committed ,considered ,committed 
Staff are vigorously  motivated by equity incentives - instead of cash bonuses - and by an outspoken management style.,vigor,vigorous,vigorously ,vigorish,vigorously 
Please acknowledge receipt  of this document by signing.,receive,reception,receipt ,receiving,receipt 
The warranty period will not end until the equipment has operated for eighteen months fully in compliance with the performance targets stipulated  by the warranty.,alloted,described,appointed ,stipulated ,stipulated 
They are also benefiting from the weaker dollar because  around two-thirds of technology company revenue comes from outside the US.,although,because ,while ,provided,because 
"The company manufactures  high-technology components and systems for the civil aerospace, defence, automotive and energy markets.",runs,operates,services ,manufactures ,manufactures 
The shipment was inspected by MOD officials on 13 July who confirmed that the contents were consistent with Scud parts.,confirmed,conformed,performed ,deformed,confirmed
The services that we offer ensure residents continue to live the lives that they want while also meeting all of their needs along the way.,while,whereas,in addition ,however,while
"Loan defaults create a cascading destruction of money causing  the money supply to collapse, unemployment to rise, falling wages and trashed asset prices.",cause,to cause,causing ,caused,causing 
Many card providers add a 2.75 percent “foreign usage charge  for using cards for purchases or cash withdrawals abroad.,fine,fare,charge ,money,charge 
"In future, staff recruitment will fall  within the limit of the division manager.",go,come,make ,fall ,fall 
X-ray equipment is located in all Customs Green channels at major ports and airports to scan suspicious baggage.,suspicious,auspicious,conscientious ,conspicuous,suspicious
"And there should be appropriate sanctions  at the end of the investigation - suspensions, expulsions and so on depending on the severity of the offence.",processions,compensations,sanctions ,damages,sanctions 
"Together as the world’s largest provider of senior living solutions, we now offer unparalleled  opportunities to grow your career while further enriching the lives of the residents and families we serve. ",undeserved,unparalleled ,unauthorized ,unscathed,unparalleled 
I have always paid my credit card bill  on time and in full.,cost,expense,receipt ,bill ,bill 
Economic prosperity is a product not just of individual effort but also of public investment in social and physical infrastructure.,prosperity,propensity,propriety ,proficiency,prosperity
"Indeed, more and more people are facing pay freezes or wage cuts, while overtime payments and bonuses are being reduced. ",which,where,while,because,while
"As many of you know, Stephen previously held the position of client relationship manager in the Corporate Services Division, managing  customer services for our largest corporate clients.",manages,to manage,managing ,management,managing 
"We are looking for talented , hard-working individuals to join our team. ",talent,talents,talenting,talented ,talented 
"Pentagon Capital Management, run by multi-millionaire Lewis Chester, has become the latest hedge fund to succumb to the turbulence  in the financial markets.",appearance,tolerance,opulence ,turbulence ,turbulence 
Has the Department audited actual procurement practices to confirm whether purchases are being made in accordance with the policy requirements,accordance,anticipation,response ,correspondence,accordance
The board of directors turned  down the proposal.,came,refused,turned ,rejected,turned 
"At Sysco, we offer our associates  the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and to serve others in a manner that exceeds their expectations.",clients,associates ,customers ,branches,associates 
BA cannot hope to launch a fledgling start-up service without trimming costs.,trimming,snowballing,sustaining ,eliminating,trimming
"However, one senior figure estimated that the money invested in the dealerships was just the tip  of the iceberg.",part,margin,tip ,piece,tip 
"The so-called ""Green Revolution"" of the post-War period increased crop yields significantly  through the use of intensive agriculture, fertilizers and pesticides.",signify,significance,significant,significantly ,significantly 
The measure  is designed to stimulate disadvantaged areas by attracting development and encouraging the purchase of residential and commercial property by individuals and businesses.,point,fact,measure ,trouble,measure 
Liberalization in global trade in merchandise alone stands to boost developing country incomes by  an estimated 0.8% by 2015.,to,for,by ,as,by 
"During the same period, 133 shipments totalling 4,752kg of worked ivory from CITES approved sources have been imported under valid licences.",total,to total,totalling ,totalized,totalling 
"Without  24-hour paediatric cover seven days a week, the safe delivery of high-risk babies is unsustainable and clinically unsafe.",In case of,Without ,In spite of ,Owing to,Without 
"Every face was fixed on computer screens, telephones attached to ears.",attached,arranged,aligned ,assigned,attached
Audiences on the launch pad waved national flags and shouted as they watched the successful liftoff .,liftoff,layoff,runoff ,turnoff,liftoff
Car dealers have long attracted  potential buyers by offering low-cost finance deals on purchases.,assessed,allowed,accounted ,attracted ,attracted 
Buy Nationwide's debit card imposes  no foreign usage fees and there is no charge for cash abroad.,supposes,proposes,imposes ,composes,imposes 
There are a number of mediums through which an individual can obtain  this information.,pertain,obtain ,sustain ,contain,obtain 
It regenerated rundown industrial sites and paid for bus services to rural villages where  no private company would go.,there,where ,which,of which,where 
"Horlick, 48, could be turfed out of the asset management fund she founded  after making heavy losses on behalf of clients.",found,was found,founded ,was founded,founded 
"Extensive ploughing of meadows, land drainage, field enlargement and other land management practices can all significantly  increase flood risk.",signifying,significant,significance,significantly ,significantly 
"The Government, in fact, are keeping inflation down for pensioners; they are maintaining the erstwhile purchasing value of pensioners' savings.",inflation,deflation,stagflation,conflation,inflation
"Aside from  being the industry leader, we provide outstanding compensation and rewarding careers. This includes a full line-up of benefits, including a 401K plan, and a commitment to ongoing training and professional development. ",As long as,Far from,Aside from ,As far as,Aside from 
"Over the past 4 years Bronto has successfully  launched regional offices in London, Sydney, and now Los Angeles.",successive,successively,successful ,successfully ,successfully 
Commercial disciplines and incentives have forced the managements of those companies to provide  customers with what they actually want.,provide,to provide ,providing ,provision ,to provide 
The winner will be required  to attend the presentation.,acquired,required ,inquired ,enquired,required 
"With the services sector shrinking at record pace and employment falling sharply, it is clear this recession  is gathering momentum.",concession,obsession,recession ,cession,recession 
Companies like us are presently facing high administrative costs in complying  with a complicated and disproportionate regulatory regime.,following,complying ,observing ,obeying,complying 
"Contractors working for service companies will be entitled  to statutory sick pay and maternity pay, like other employees.",enforced,enlisted,entitled ,enrolled,entitled 
Markets were in a bearish mood last night as the price of commodities surges virtually across the board from metals to energy and softs.,board,range,scope ,limit,board
"For example, listed companies must produce a directors' remuneration report as part of the corporate governance  framework for listed companies.",productivity,profit,governance ,structure,governance 
"If the cause for concern is substantiated, then swift and appropriate action can be taken to rectify  that shortcoming.",amplify,fortify,rectify ,electrify,rectify 
Our sales representatives will be happy to explain our no-interest financing plan that is available to make this car affordable  on any budget.,afford,affording,afforded ,affordable ,affordable 
"Bonds have benefited from plunging  interest rates during the past 10 years, which may not be repeated in the next decade.",skyrocketing,soaring,plunging ,trudging,plunging 
Banks and insurance companies have special insolvency regimes  which are designed to protect depositors(banks) and policy holders(insurance companies).,regimens,regimes ,recipes ,regiments,regimes 
No-one should be extradited without  the country seeking extradition presenting good evidence and proving the need in court.,in,on,without ,by,without 
"Unlike  wave or wind power, solar does not involve huge upfront capital costs.",With,Without,Unlike ,Due to,Unlike 
"Consumers, in particular, were encouraged  to borrow by low unemployment and interest rates and rising asset prices.",encourage,encouraging,encouraged ,encouragement,encouraged 
He seems determined to face the music  now.,song,music ,rhythm ,melody,music 
Street homelessness is the most acute expression of the broader homelessness problem; those affected include beggars and street drinkers.,affected,effected,suspected ,respected,affected
"Vivid Green designs and constructs low-energy offices, studios and workshops, creating inspiring and comfortable space for year-round occupation .",rotation,consummation,occupation ,appropriation,occupation 
"The business plan will include a “road map” that will provide a strategy on how to best approach the government market, increase its base of customers, as well as plan for future business development.",plan,plans,to plan,planning,plan
"They bought goods that were not top of the range merchandise but inferior shoddy rubbish manufactured  in China, Taiwan and other such places.",manufacture ,to manufacture ,manufacturing ,manufactured ,manufactured 
"We received Memoranda from 24 organizations and companies, most of which  reiterated the evidence received by our predecessors.",whom,which ,them,those,which 
"He went on to probe the money management industry in 2003, demonstrating  that hedge and mutual funds were given preferential treatment by brokers.",demonstrates ,demonstrating ,demonstrated ,demonstration ,demonstrating 
One of the hardest tasks for managements today is to oversee the transition  of old-line companies venturing into the new technology e-commerce space.,transmission,transition ,translation,transgression ,transition 
In short the project is ideally placed to capitalize on current work but is hindered  by lack of resources.,proceeded,buttressed,hindered ,boosted,hindered 
Some schools have even introduced garden-based nutrition-education programs to encourage children to eat more vegetables and fruits.,encourage,make,have ,let,encourage
"Using a research team, he discovered that the electromagnetic field generated by mobile phones induces biological changes in cells.",induces,deduces,seduces ,produces,induces
Japan's case shows that massive government stimuli only serve to suffocate  the private sector and impoverish the working population.,dedicate,confiscate,suffocate ,prevaricate,suffocate 
"The first installment of $5 million failed to arrive and days later Silverjet grounded planes, leaving business travellers stranded  .",sprinkled,sprained,stranded ,strangled,stranded 
Few industries would be strong enough to withstand  such an onslaught without material damage - even in good times.,withstand,withstands,to withstand ,withstanding,to withstand 
"Most suppliers to the grocers have little influence over their retail customers, but  cigarette makers are different.",and,but ,or ,so,but 
"As much as 75 years ago seed companies were doing ""cross pollination to develop hardy grains such as wheat and corn.",develop,developed,development,to develop,to develop
Multinational corporations have branches  in many different countries. ,delegates,trenches,branches ,privileges,branches 
The evidence we have received suggests that the operational personnel  and equipment of the Coastguard are not enough at present. ,person ,a person,personal ,personnel ,personnel 
We are working to facilitate  the development of better focused information for customers. ,facility ,faculty,facilitate ,facilitation,facilitate 
The shares rallied after the company announced a special  D  of 48 cents.,decision,divulsion,division,dividend , D 
"Company boards, particularly members of remuneration committees, will face far greater accountability  over the way they structure pay packets.",account ,accountability ,accountant,accounts,accountability 
The company plans to increase its investment on research and marketing by one million dollars.,at ,by,with ,of,by
"Performance remains an absolute requirement but transparency, governance  and risk management are now at the top of investors' agendas.",govern ,government,governance ,governor,governance 
"Various levels of trainings and workshops were organized for senior-level managers, division heads and staff who were directly involved in program implementation .",implication,implementation,imitation,instigation,implementation
The president spoke with both kindness and understanding.,but ,and,or ,that,and
"However, they are different in that  stockholders have an equity stake in the company whereas bondholders have a creditor stake in the company. ",that,what,which,whether,that 
The backpack which is made of the finest leather is one of the best selling products in our store. ,those ,which,what ,it,which
"The company accelerates execution by ensuring the workforce is aligned to the strategy, has the right mindset, and has mastered the capabilities needed to deliver business results. ",assimilates ,affiliates,acknowledges,accelerates,accelerates
Every effort is being made  to solve the problems we are experiencing at the moment.,make ,making ,being made ,makes ,being made 
Ropes should be fastened around the bricks as tightly as possible so that we can carry them with  ease.,for ,of ,with ,by,with 
She told me not to  spend more than ten dollars.,told me not to ,said me don't ,told to me not ,said me not to,told me not to 
"Once merged , the three departments will be under the supervision of only one manager.",merging,merged,merge,to merge,merged
Ms. Phillips enjoyed talking with the overseas investors at the annual company stockholders’ meeting. ,talk,talking,talked,to talked,talking
"Having already spent two months in training, Mr. Wallace was eager to begin his new job. ",Having,Had,To have,Have,Having
Telewest Cable’'s deluxe package offers a variety of channels to cater to a wider number of viewers.,offering,offers,to offer,be offering,offers
"Due to the rapidly deteriorating state of the building, we need to repair it faster than we thought.",faster,so fast,too fast,fast,faster
"Attention becomes focused on efficient, low-cost volume production, using advertising to persuade  the global consumer to purchase standardized brands. ",prioritize ,persuade ,promote,propagate,persuade 
Sales representatives should let clients know about the terms of the contract.,know,to know,knowing,and know,know
Security guards are asked to report any unusual activities to the control center.,asking,asks,are asked,asked for,are asked
"Unlike the old computer system, our new network features a broadband connection to the internet.",Before,Instead,Unlike,Contrary,Unlike
He denied your typing  all those letters for him. ,you typing ,the typing by you,your typing ,you typed,your typing 
I expect to see  you tomorrow. ,to see ,seeing,for seeing ,on seeing,to see 
I enjoy going  to the beach as often as possible during the summer.,going ,to go,go ,to walk,going 
"Provided you paid in two weeks, we would give you a special discount.",Might ,Have,Supposed ,Provided,Provided
The Grand Tuscan Theater is currently  offering a discount on season tickets.,partially,rarely ,currently ,desirably ,currently 
Sea Sapphire Cruises is pleased  to announce the launch of their newest luxury ocean liner.,pleased,pleasant ,pleasure ,pleasing ,pleased 
