question,1,2,3,4,answer
The travel agent reminded the customer that the [MASK] part of the year in the country was December to March. ,dried,drily ,dryness ,driest,driest
"To compete with other supermarkets in the area, Best Store does not add a [MASK] for delivering groceries. ",record,charge ,check ,policy,charge 
Lisa Reilly’s volunteer work at Jade Children’s Hospital developed her [MASK] to pursue a career in pediatric medicine. ,occasion ,foundation ,motivation ,commotion,motivation 
All cardholders with good credit history are [MASK] for complimentary meals offered by TBT Bank’s affiliate restaurants. ,exchangeable,eligible ,amenable ,liable,eligible 
"Elisa Daniels, the pop star [MASK] songs have topped international music charts, is currently in town to perform a concert. ",that ,whose ,who ,those ,whose 
Many newspaper critics said that they [MASK] enjoyed the author's first novel but were disappointed with his second one. ,thoroughly,currently ,gradually ,appropriately,thoroughly 
The staff at Manpower Developers [MASK] professionals that held various executive positions at top firms for over ten years. ,will recruit,recruiting ,have recruited ,will have recruited ,have recruited 
"Unfortunately, the team's initial proposal [MASK] , so the members will have to work overtime to revise it. ",rejects,was rejected ,were rejected ,rejecting,was rejected 
Kaider’s Gym offers a discounted membership fee to young professionals who [MASK] in the building. ,residences ,reside ,residential ,resides,reside 
The reason behind the cancellation of Mr. Cho’s business trip was [MASK] because of his unfinished negotiations with a Japanese investor. ,differently ,sensitively ,preferably ,probably ,probably 
Renovating the office would be more expensive and troublesome [MASK] transferring to a larger unit. ,than ,and ,as ,unless,than 
The property appraiser is scheduled to conduct an [MASK] assessment of a commercial building on Ellington Street next Tuesday. ,initial ,initiate ,initiating ,initially,initial 
"The global financial crisis has affected the market, forcing McMillan Securities to [MASK] its plan to establish its presence in Hong Kong until the economy stabilizes. ",sustain ,concur ,perform ,defer,defer
"Mr. Finch, the president of Atlanta-based shipping company Tamtam Freight, has won the Executive Excellence Award [MASK] two consecutive years. ",in ,for ,at ,of,for 
A worker who was still in training last week [MASK] for injuries he sustained while using a factory machine. ,is compensating,is being compensated ,compensated ,will compensate,is being compensated 
"As soon as the report is completed by the team, it will be sent to the managers via e-mail [MASK] comment. ",toward,of ,on ,for,for
The online shopping site's new tracking system will let international customers know [MASK] their orders have arrived in their country. ,whether,indeed ,nonetheless ,wherever,whether 
"[MASK] bad weather, the organizers will have an indoor venue ready so that the event will not have to be postponed. ",In case of,Even though ,Frequently ,Despite,In case of 
The opera singer received accolades from some of the harshest critics for her [MASK] performance at the Barrymore Arts Center. ,luxurious,conceivable ,rational ,impressive,impressive
"To make the hotel more appealing to travelers, management [MASK] all of the rooms with plasma TVs and state-of-the-art computers. ",decorated,commenced ,duplicated ,equipped,equipped
"Although the administrative department was busy, the executive officer asked them to begin working on a(an) [MASK] version of the employee manual. ",restored ,inspired ,repaired ,updated,updated
The latest survey shows that jobseekers are displaying a growing [MASK] for home-based employment. ,number ,alternative ,preference ,courtesy,preference 
Melbourne’s Rufflings Patisserie [MASK] in top hotels and other fine dining establishments for its superb sugar-free cakes and pastries. ,known ,has known ,is known ,knew ,is known 
The website offers members advice on establishing and operating a business in a [MASK] economic environment. ,challenged,challenging ,challenge ,challenges,challenging 
"The contractor estimated that constructing a 2-story factory of 10,000 square meters would cost [MASK] three million dollars. ",approximately,considerably ,regularly ,especially,approximately 
The microphones being used today are so sensitive that they are capable of capturing [MASK] word the speakers say. ,few,much ,every ,less,every 
The consultant [MASK] weaknesses in the office system and give appropriate recommendations to management when his analysis is concluded. ,identifying,identified ,identify ,will identify,will identify
"Mark Cox and Jill Rivera established the restaurant [MASK] , but she withdrew from the partnership when got married and had children. ",favorably,meantime ,somewhat ,together ,together 
"If you would like to request more information [MASK] our tour package promotions for this month, please visit our website or call any of our branches. ",next,about ,without ,along,about 
Tyanmoko Restaurant not only hosts weddings and birthdays [MASK] caters corporate functions as well. ,in addition,but ,while ,whether,but 
"Software [MASK] at Incognito, Limited welcome constructive criticism from associates at work as well as feedback from customers. ",developers ,developing ,development ,develops,developers 
Pharmacies are responsible for making a detailed report of all drug samples [MASK] sent for testing and analysis by a government laboratory. ,is,was ,to be ,will,to be 
The members of the union supporting the work stoppage [MASK] for work the day after management gave in to their demands. ,reports,reported ,reporting ,to report,reported 
The board of directors agreed to hire a fulltime individual with legal [MASK] to handle lawsuits and other matters related to the law. ,imagination,constraint ,expertise ,adequacy,expertise 
Participants who attended the cooking workshop said that the [MASK] of the training was a dish prepared by a renowned chef. ,highlight,highlighted ,highlighting ,to highlight,highlight 
The patient should purchase the medication prescribed by his doctor and should not resort to taking a cheaper [MASK] . ,preference,variety ,substitute ,speculation,substitute 
Some first-time investors commit a large amount of money on a popular stock on the [MASK] belief that it will always earn a profit. ,mistake,mistaken ,mistakenly ,mistook,mistaken 
The apartment unit on the tenth floor is more expensive than the other units because it has two bathrooms [MASK] a laundry room. ,both,neither ,apart from ,far from,apart from 
